5b04. Total dispensed feed for the last 10 days 16/12/2020 16:54:50
08/12/2020,519,30.3,6700,6615,-,-
08/12/2020,4,-,800,-,-,-
08/12/2020,524,21.8,8000,7992,-,-
08/12/2020,531,12.8,4000,3996,-,-
08/12/2020,359,-,4900,-,-,-
08/12/2020,369,-,3000,-,-,-
08/12/2020,281,32.1,8000,7976,-,-
08/12/2020,312,18.7,4600,4593,-,-
08/12/2020,504,16.1,8000,7086,-,-
08/12/2020,971,22.0,4700,4673,-,-
08/12/2020,317,-,3800,-,-,-
08/12/2020,279,-,1000,-,-,-
08/12/2020,806,-,3400,-,-,-
08/12/2020,539,29.2,8000,7998,-,-
08/12/2020,437,-,8000,-,-,-
08/12/2020,836,-,1900,-,-,-
08/12/2020,8,-,3000,-,-,-
08/12/2020,295,-,3000,-,-,-
08/12/2020,354,-,1600,-,-,-
08/12/2020,311,10.3,3800,3796,-,-
08/12/2020,532,23.8,5900,5892,-,-
08/12/2020,91,-,1000,-,-,-
08/12/2020,535,22.2,8000,5952,-,-
08/12/2020,291,-,3200,-,-,-
08/12/2020,511,11.2,7400,7466,-,-
08/12/2020,376,-,3000,-,-,-
08/12/2020,346,-,8000,-,-,-
08/12/2020,190,-,1500,-,-,-
08/12/2020,486,-,4000,-,-,-
08/12/2020,350,21.4,4800,4768,-,-
08/12/2020,955,-,4000,-,-,-
08/12/2020,593,-,9000,-,-,-
08/12/2020,660,-,1900,-,-,-
08/12/2020,963,-,1000,-,-,-
08/12/2020,56,11.6,4200,2636,-,-
08/12/2020,177,12.2,4100,3567,-,-
08/12/2020,366,-,1000,-,-,-
08/12/2020,468,19.4,8000,7839,-,-
08/12/2020,195,-,2000,-,-,-
08/12/2020,163,-,3000,-,-,-
08/12/2020,382,-,4000,-,-,-
08/12/2020,348,36.2,8500,8488,-,-
08/12/2020,167,-,2000,-,-,-
08/12/2020,600,-,9000,-,-,-
08/12/2020,590,-,9000,-,-,-
08/12/2020,43,-,3000,-,-,-
08/12/2020,479,21.7,8000,7754,-,-
08/12/2020,182,-,3300,-,-,-
08/12/2020,610,-,8000,-,-,-
08/12/2020,185,-,3000,-,-,-
08/12/2020,598,-,3000,-,-,-
08/12/2020,345,-,9000,-,-,-
08/12/2020,454,-,9000,-,-,-
08/12/2020,367,-,3800,-,-,-
08/12/2020,389,-,3000,-,-,-
08/12/2020,599,-,4000,-,-,-
08/12/2020,187,-,5200,-,-,-
08/12/2020,344,-,7400,-,-,-
08/12/2020,952,30.7,8000,8031,-,-
08/12/2020,356,25.0,5800,5806,-,-
08/12/2020,484,-,8000,-,-,-
08/12/2020,166,25.5,5800,5720,-,-
08/12/2020,595,-,4000,-,-,-
08/12/2020,917,-,1000,-,-,-
08/12/2020,169,44.2,12000,12002,-,-
08/12/2020,208,-,3600,-,-,-
08/12/2020,109,-,1000,-,-,-
08/12/2020,968,16.0,4400,3892,-,-
08/12/2020,585,-,9000,-,-,-
08/12/2020,447,32.2,8000,8020,-,-
08/12/2020,386,17.6,4500,4504,-,-
08/12/2020,71,-,3000,-,-,-
08/12/2020,948,-,2000,-,-,-
08/12/2020,368,-,500,-,-,-
08/12/2020,347,11.3,4000,3708,-,-
08/12/2020,211,-,3700,-,-,-
08/12/2020,457,-,8000,-,-,-
08/12/2020,488,-,8000,-,-,-
08/12/2020,330,-,3000,-,-,-
08/12/2020,584,17.1,8000,4885,-,-
08/12/2020,332,-,4000,-,-,-
08/12/2020,586,-,5000,-,-,-
08/12/2020,73,-,500,-,-,-
08/12/2020,661,-,3000,-,-,-
08/12/2020,604,-,5000,-,-,-
08/12/2020,581,-,4000,-,-,-
08/12/2020,337,35.5,8000,7010,-,-
08/12/2020,26,27.3,5800,5801,-,-
08/12/2020,170,-,3000,-,-,-
08/12/2020,487,23.7,5300,5247,-,-
08/12/2020,383,19.8,4500,3951,-,-
08/12/2020,603,-,9000,-,-,-
08/12/2020,202,-,3200,-,-,-
08/12/2020,53,20.4,4600,4662,-,-
09/12/2020,402,29.4,8000,8017,-,-
09/12/2020,347,12.9,4000,4014,-,-
09/12/2020,383,18.7,4500,4459,-,-
09/12/2020,479,19.2,8000,7925,-,-
09/12/2020,457,-,8000,-,-,-
09/12/2020,354,-,1600,-,-,-
09/12/2020,346,-,8000,-,-,-
09/12/2020,308,-,3000,-,-,-
09/12/2020,370,13.9,4800,4751,-,-
09/12/2020,389,-,3000,-,-,-
09/12/2020,468,18.6,8000,7418,-,-
09/12/2020,358,18.2,4600,4566,-,-
09/12/2020,307,27.3,8000,7987,-,-
09/12/2020,519,29.4,6700,6298,-,-
09/12/2020,516,22.8,8000,7858,-,-
09/12/2020,366,-,1000,-,-,-
09/12/2020,345,-,9000,-,-,-
09/12/2020,319,19.7,4800,4757,-,-
09/12/2020,390,18.8,4600,4562,-,-
09/12/2020,487,23.8,5200,5169,-,-
09/12/2020,497,20.9,8000,7601,-,-
09/12/2020,356,23.5,5800,5783,-,-
09/12/2020,503,-,8000,-,-,-
09/12/2020,317,-,3800,-,-,-
09/12/2020,353,24.5,6000,5390,-,-
09/12/2020,447,32.0,8000,7988,-,-
09/12/2020,332,-,4000,-,-,-
09/12/2020,351,-,1000,-,-,-
